id,customer_name,sentiment,csat_score,call_timestamp,Call_Day,reason,city,state,channel,response_time,call_duration_in_minutes,call_center
AGV-82599455-i-565760-Va,Kinna Embra,Negative,0,10-09-2020,9,Service Outage,Boston,Massachusetts,Chatbot,Within SLA,43,Los Angeles/CA
AGW-10068468-a-224613-EQ,Dory Martlew,Very Positive,0,10/29/2020,29,Billing Question,Pittsburgh,Pennsylvania,Chatbot,Above SLA,32,Los Angeles/CA
AGW-23792834-k-555644-Oz,Lucy Dives,Neutral,0,10-12-2020,12,Billing Question,El Paso,Texas,Call-Center,Within SLA,11,Baltimore/MD
AGW-57484603-o-010582-cz,Kittie Gaffney,Positive,0,10/17/2020,17,Billing Question,Kansas City,Missouri,Chatbot,Within SLA,8,Baltimore/MD
AGW-71605126-x-848666-rk,Marlie Dodridge,Very Positive,10,10/30/2020,30,Billing Question,Toledo,Ohio,Call-Center,Above SLA,45,Los Angeles/CA
AGX-03295696-j-625340-Dt,Estevan Labbez,Neutral,0,10-10-2020,10,Billing Question,Orlando,Florida,Call-Center,Within SLA,10,Denver/CO
AGX-52341640-8-012394-51,Clemmy Planque,Very Positive,0,10/23/2020,23,Billing Question,Boise,Idaho,Chatbot,Within SLA,17,Los Angeles/CA
AGX-79640692-7-100627-x4,Torrie Wann,Negative,0,10-04-2020,4,Billing Question,Lexington,Kentucky,Email,Below SLA,25,Chicago/IL
AGX-80219844-g-277851-Qh,Colly Redgewell,Neutral,5,10/13/2020,13,Billing Question,Frederick,Maryland,Call-Center,Within SLA,8,Baltimore/MD
AGX-85259377-x-322019-m1,Austen Melliard,Positive,7,10/15/2020,15,Service Outage,Morgantown,West Virginia,Chatbot,Within SLA,8,Los Angeles/CA
AGX-90483714-5-252133-9K,Douglas Hurich,Negative,0,10/13/2020,13,Billing Question,Miami,Florida,Call-Center,Within SLA,30,Los Angeles/CA
AGY-80850036-E-468219-ia,Donnie Joannic,Very Negative,1,10/24/2020,24,Billing Question,Orange,California,Email,Within SLA,35,Los Angeles/CA
AGZ-36541366-b-670113-FR,Nikaniki Burfoot,Positive,0,10/29/2020,29,Billing Question,Asheville,North Carolina,Chatbot,Within SLA,40,Baltimore/MD
AHA-14206276-R-580019-Bo,Kissiah Walicki,Negative,0,10-11-2020,11,Billing Question,Saint Augustine,Florida,Email,Within SLA,18,Chicago/IL
AHB-67606889-S-942778-AX,Carla Slayford,Neutral,0,10-10-2020,10,Service Outage,Tulsa,Oklahoma,Email,Within SLA,15,Baltimore/MD
AHB-75378428-A-736943-6o,Julee Yapp,Negative,3,10/26/2020,26,Billing Question,Birmingham,Alabama,Call-Center,Within SLA,31,Baltimore/MD
AHD-26187744-b-385606-Gr,Merrielle Sainsbury,Neutral,0,10-04-2020,4,Billing Question,Saint Paul,Minnesota,Chatbot,Below SLA,25,Los Angeles/CA
AHD-60667522-3-992166-Dp,Malinde Schrei,Very Negative,1,10-01-2020,1,Billing Question,Baton Rouge,Louisiana,Chatbot,Within SLA,29,Los Angeles/CA
AHD-84388580-Y-991165-W0,Jessalyn Jacobowitz,Negative,3,10/21/2020,21,Billing Question,Olympia,Washington,Chatbot,Below SLA,38,Los Angeles/CA
AHD-97144048-1-102143-Ux,Libbey O'Fallowne,Very Positive,9,10/17/2020,17,Billing Question,Hartford,Connecticut,Call-Center,Below SLA,6,Chicago/IL
AHE-35995237-W-294264-pu,Claudina Pinckstone,Neutral,0,10/16/2020,16,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,39,Chicago/IL
AHF-79281501-1-374586-nv,Cyrille Pearson,Very Positive,0,10/15/2020,15,Billing Question,Newark,New Jersey,Email,Below SLA,29,Baltimore/MD
AHF-92860554-C-888345-Lc,Antonio Hizir,Neutral,0,10/19/2020,19,Billing Question,Dallas,Texas,Email,Within SLA,25,Chicago/IL
AHG-72040808-J-703860-co,Loreen Lander,Negative,3,10/24/2020,24,Billing Question,Austin,Texas,Email,Below SLA,45,Los Angeles/CA
AHG-97230196-2-488315-LI,Ayn Barme,Neutral,0,10-04-2020,4,Billing Question,Wichita,Kansas,Call-Center,Within SLA,34,Los Angeles/CA
AHH-58407502-d-862644-3z,Isadore Lejeune,Very Negative,2,10/24/2020,24,Service Outage,Sarasota,Florida,Chatbot,Below SLA,27,Chicago/IL
AHH-82865519-O-189543-cX,Bernadette Hirth,Negative,0,10-12-2020,12,Service Outage,Augusta,Georgia,Email,Within SLA,7,Los Angeles/CA
AHI-75322844-f-234785-fw,Garfield Hamber,Negative,0,10-02-2020,2,Billing Question,Bonita Springs,Florida,Web,Within SLA,33,Chicago/IL
AHJ-58020130-r-174004-9J,Diann Grioli,Negative,0,10-11-2020,11,Service Outage,Mountain View,California,Email,Below SLA,41,Baltimore/MD
AHJ-66217897-T-966100-pS,Ronda Middup,Neutral,8,10-07-2020,7,Billing Question,Indianapolis,Indiana,Email,Below SLA,20,Baltimore/MD
AHJ-93969442-x-325752-c1,Meara Hallede,Negative,0,10/29/2020,29,Billing Question,Gulfport,Mississippi,Web,Within SLA,35,Baltimore/MD
AHK-49391876-g-842368-9S,Kriste Rame,Very Negative,4,10/23/2020,23,Billing Question,Loretto,Minnesota,Chatbot,Within SLA,39,Chicago/IL
AHL-76531458-K-654243-Ml,Moyna McRitchie,Neutral,0,10/16/2020,16,Billing Question,Louisville,Kentucky,Email,Within SLA,43,Los Angeles/CA
AHL-91468967-y-183013-pz,Ahmed Moroney,Negative,4,10/21/2020,21,Service Outage,Atlanta,Georgia,Chatbot,Within SLA,21,Denver/CO
AHM-24123303-f-232159-Iy,Penny Wehden,Very Negative,0,10-10-2020,10,Billing Question,Charleston,West Virginia,Email,Within SLA,6,Baltimore/MD
AHM-49115584-f-252548-L7,Kristien Banaszkiewicz,Positive,8,10/14/2020,14,Billing Question,Jacksonville,Florida,Chatbot,Below SLA,34,Los Angeles/CA
AHN-89993411-N-591560-9Q,Deane Rissen,Neutral,0,10/27/2020,27,Billing Question,Brockton,Massachusetts,Email,Below SLA,38,Los Angeles/CA
AHO-32210067-X-829725-04,Beryle Fortin,Very Positive,9,10/29/2020,29,Billing Question,Toledo,Ohio,Web,Above SLA,25,Chicago/IL
AHO-75345530-z-255970-ZP,Eugene Greder,Very Positive,0,10-05-2020,5,Billing Question,Daytona Beach,Florida,Web,Within SLA,30,Los Angeles/CA
AHO-97376991-2-982770-9y,Marlene Caughte,Neutral,0,10-04-2020,4,Billing Question,San Jose,California,Web,Within SLA,26,Baltimore/MD
AHP-70385893-V-602272-Al,Ebba Marking,Negative,5,10/30/2020,30,Billing Question,Manassas,Virginia,Email,Within SLA,12,Baltimore/MD
AHQ-18083366-1-231888-mF,Eustace Rollings,Negative,0,10/13/2020,13,Billing Question,Monroe,Louisiana,Call-Center,Below SLA,39,Chicago/IL
AHQ-89937719-g-523534-kr,Alikee Laborde,Negative,0,10-09-2020,9,Billing Question,Marietta,Georgia,Email,Within SLA,28,Los Angeles/CA
AHR-02286575-o-112605-Ns,Ettie Cassel,Neutral,8,10/21/2020,21,Payments,Tulsa,Oklahoma,Call-Center,Below SLA,25,Chicago/IL
AHR-59641215-5-039222-xG,Herrick Cawkill,Very Negative,1,10/28/2020,28,Billing Question,Baton Rouge,Louisiana,Chatbot,Within SLA,22,Chicago/IL
AHR-86243550-Q-808797-YH,Joli Simmens,Positive,0,10/22/2020,22,Service Outage,Chicago,Illinois,Email,Within SLA,5,Denver/CO
AHS-16714386-M-407455-We,Antoni Ower,Very Negative,0,10/28/2020,28,Service Outage,Peoria,Illinois,Web,Within SLA,20,Baltimore/MD
AHS-98690342-o-041256-l3,Raimundo Longdon,Neutral,5,10-12-2020,12,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,23,Los Angeles/CA
AHT-32182110-g-661113-kv,Merissa Dance,Negative,0,10/18/2020,18,Billing Question,Young America,Minnesota,Email,Within SLA,43,Chicago/IL
AHT-58202296-N-143913-B0,Karlen Danilyak,Neutral,8,10-02-2020,2,Billing Question,Colorado Springs,Colorado,Chatbot,Within SLA,15,Baltimore/MD
AHU-74474919-h-032493-mW,Miltie Goodhall,Negative,0,10/22/2020,22,Billing Question,Fresno,California,Web,Within SLA,41,Baltimore/MD
AHV-20073997-P-777168-5e,Stan Kelcey,Negative,0,10-05-2020,5,Billing Question,Austin,Texas,Web,Within SLA,41,Los Angeles/CA
AHV-55133008-1-514379-Ci,William Jakolevitch,Very Negative,0,10/25/2020,25,Service Outage,Phoenix,Arizona,Email,Within SLA,34,Los Angeles/CA
AHV-81170824-g-831875-0u,Willette Drakes,Negative,0,10/18/2020,18,Billing Question,Baltimore,Maryland,Email,Below SLA,29,Los Angeles/CA
AHW-95640379-t-817291-l4,Faith Gamwell,Negative,4,10-05-2020,5,Billing Question,Waco,Texas,Email,Within SLA,20,Baltimore/MD
AHX-08352703-i-000842-RP,Yorgos Sheahan,Very Negative,1,10/23/2020,23,Service Outage,Milwaukee,Wisconsin,Email,Below SLA,40,Los Angeles/CA
AHX-23134707-V-910819-XR,Eolande McGivena,Negative,0,10/13/2020,13,Billing Question,Wilmington,Delaware,Chatbot,Below SLA,25,Denver/CO
AHX-41930143-B-693279-EZ,Garrek Newsham,Positive,0,10/29/2020,29,Service Outage,Elmira,New York,Email,Within SLA,37,Baltimore/MD
AHY-26798197-C-370619-iq,Aron Fidgett,Neutral,6,10-09-2020,9,Service Outage,Zephyrhills,Florida,Chatbot,Within SLA,26,Baltimore/MD
AHZ-72542828-K-040805-bT,Sybille Vasilchikov,Neutral,8,10/26/2020,26,Billing Question,Baton Rouge,Louisiana,Call-Center,Below SLA,19,Baltimore/MD
AIA-57949287-w-795890-rB,Carrie Noah,Very Negative,1,10/19/2020,19,Billing Question,Gainesville,Florida,Call-Center,Within SLA,38,Los Angeles/CA
AIA-90152691-i-584321-bR,Teodoor Schumacher,Very Negative,0,10-10-2020,10,Billing Question,Houston,Texas,Email,Within SLA,27,Los Angeles/CA
AIB-27248729-4-253116-Jz,Zsa zsa Agott,Very Negative,0,10-06-2020,6,Billing Question,Miami,Florida,Call-Center,Within SLA,38,Los Angeles/CA
AIC-11166289-j-265990-EO,Yanaton Gittoes,Negative,0,10/20/2020,20,Billing Question,Boulder,Colorado,Call-Center,Within SLA,23,Baltimore/MD
AIC-87421183-R-827432-jZ,Gina Helleckas,Very Negative,0,10-07-2020,7,Billing Question,Jefferson City,Missouri,Web,Within SLA,25,Denver/CO
AID-50984309-3-968935-wu,Roslyn Rean,Negative,0,10-06-2020,6,Service Outage,San Antonio,Texas,Chatbot,Within SLA,15,Chicago/IL
AIE-01114432-B-593873-XV,Dorena Huerta,Neutral,0,10-09-2020,9,Billing Question,Dallas,Texas,Chatbot,Within SLA,15,Chicago/IL
AIE-19187092-I-602575-Ni,Ernest Kondratenya,Neutral,0,10-11-2020,11,Billing Question,College Station,Texas,Chatbot,Within SLA,38,Los Angeles/CA
AIE-20004940-a-920124-vk,Ozzie Cavill,Negative,0,10/24/2020,24,Billing Question,Columbia,Missouri,Call-Center,Above SLA,17,Baltimore/MD
AIE-89204753-h-274978-dW,Alvin Marskell,Very Positive,0,10-01-2020,1,Billing Question,Tulsa,Oklahoma,Chatbot,Within SLA,20,Los Angeles/CA
AIF-05876052-7-844733-LQ,Janis Brannigan,Very Negative,0,10-07-2020,7,Payments,Monticello,Minnesota,Call-Center,Within SLA,27,Los Angeles/CA
AIF-87924268-3-543357-ik,Ursula Geane,Positive,7,10/30/2020,30,Payments,Saint Louis,Missouri,Call-Center,Above SLA,36,Los Angeles/CA
AIF-94709159-o-499126-iP,Amata Feldmus,Very Negative,4,10/19/2020,19,Billing Question,Dallas,Texas,Call-Center,Above SLA,20,Baltimore/MD
AIG-50712617-X-263128-kn,Renaldo Claque,Very Negative,1,10/15/2020,15,Billing Question,Birmingham,Alabama,Email,Within SLA,16,Chicago/IL
AIG-55998053-a-970906-TZ,Kliment Yapp,Neutral,6,10/22/2020,22,Billing Question,Fresno,California,Email,Below SLA,19,Chicago/IL
AIH-40441790-l-569865-BF,Filmer Diviny,Positive,0,10/20/2020,20,Billing Question,Manassas,Virginia,Chatbot,Within SLA,26,Denver/CO
AIH-49843994-J-934510-RU,Garnet Terry,Neutral,0,10-08-2020,8,Service Outage,Chicago,Illinois,Chatbot,Below SLA,33,Denver/CO
AIJ-73370296-O-926174-kL,Sebastian Astill,Negative,0,10/19/2020,19,Payments,Carol Stream,Illinois,Call-Center,Within SLA,20,Chicago/IL
AIL-08349310-i-371665-oH,Ella Garnham,Negative,0,10/30/2020,30,Payments,Houston,Texas,Call-Center,Below SLA,37,Denver/CO
AIL-21152814-d-948025-n4,Evvy Strodder,Very Negative,0,10-09-2020,9,Billing Question,Atlanta,Georgia,Chatbot,Below SLA,18,Los Angeles/CA
AIL-32579851-G-364452-rC,Inessa Phippard,Negative,0,10/22/2020,22,Billing Question,Yakima,Washington,Web,Within SLA,37,Los Angeles/CA
AIL-40194170-K-492850-ie,Blisse Wardhaw,Very Negative,1,10/28/2020,28,Billing Question,Pensacola,Florida,Chatbot,Below SLA,26,Los Angeles/CA
AIM-02501879-e-662933-w3,Alexei Svanini,Positive,9,10/19/2020,19,Billing Question,Seattle,Washington,Chatbot,Within SLA,29,Los Angeles/CA
AIM-57760889-h-503609-Ap,Cullan Paradyce,Negative,3,10-10-2020,10,Service Outage,Orlando,Florida,Web,Below SLA,19,Baltimore/MD
AIN-29110775-H-534958-CL,Say Calvert,Very Positive,0,10/14/2020,14,Billing Question,Seattle,Washington,Chatbot,Below SLA,9,Chicago/IL
AIP-40317993-f-409477-sB,Benjamen Bottrell,Neutral,8,10/16/2020,16,Payments,Jamaica,New York,Call-Center,Below SLA,26,Los Angeles/CA
AIQ-13858749-i-736581-NW,Cullen Skirrow,Neutral,7,10-11-2020,11,Payments,Omaha,Nebraska,Call-Center,Within SLA,39,Los Angeles/CA
AIQ-24508474-J-245210-yo,Ethelin McCool,Positive,0,10/25/2020,25,Billing Question,Chicago,Illinois,Call-Center,Within SLA,20,Baltimore/MD
AIQ-50641647-Y-638688-Sb,De Yeskin,Very Positive,0,10/23/2020,23,Billing Question,Gastonia,North Carolina,Chatbot,Within SLA,12,Baltimore/MD
AIQ-62535193-U-681149-9V,Rahal Hawket,Negative,0,10/22/2020,22,Billing Question,Tampa,Florida,Email,Within SLA,13,Los Angeles/CA
AIQ-75413229-1-313628-u2,Janeta Breyt,Neutral,0,10/25/2020,25,Billing Question,Orange,California,Web,Within SLA,29,Baltimore/MD
AIR-01348194-H-721019-dH,Claresta Scamadin,Negative,0,10/18/2020,18,Billing Question,Paterson,New Jersey,Call-Center,Within SLA,35,Baltimore/MD
AIR-05955354-j-454404-ft,Sancho Stonham,Negative,0,10-01-2020,1,Billing Question,Jamaica,New York,Email,Within SLA,33,Los Angeles/CA
AIR-37410576-l-677241-5e,Celesta Vodden,Very Negative,1,10/27/2020,27,Billing Question,New York City,New York,Call-Center,Within SLA,32,Chicago/IL
AIR-61184965-B-650303-q0,Hagen Rentelll,Negative,3,10/24/2020,24,Billing Question,Kansas City,Missouri,Call-Center,Above SLA,24,Los Angeles/CA
AIT-03204849-u-527617-hw,Bradley Aronowitz,Very Negative,3,10/15/2020,15,Payments,Madison,Wisconsin,Call-Center,Within SLA,20,Los Angeles/CA
AIT-53744243-g-248933-XX,Breanne Blasoni,Negative,0,10-05-2020,5,Billing Question,Arlington,Texas,Chatbot,Below SLA,13,Denver/CO
AIT-61813654-Z-632072-oQ,Kat Roswarne,Negative,5,10-01-2020,1,Billing Question,Birmingham,Alabama,Call-Center,Within SLA,18,Los Angeles/CA
AIT-96330717-j-597210-yd,Maribeth Bosdet,Negative,0,10-10-2020,10,Billing Question,Ventura,California,Web,Within SLA,5,Los Angeles/CA
AIU-87143352-F-558604-W6,Benedetto Gierck,Positive,9,10/28/2020,28,Billing Question,Oakland,California,Call-Center,Within SLA,25,Chicago/IL
AIV-70264825-g-336031-Yb,Gerry Strevens,Neutral,7,10/13/2020,13,Billing Question,El Paso,Texas,Chatbot,Below SLA,37,Los Angeles/CA
AIW-12164337-k-374009-jI,Tiphani Crowden,Very Negative,0,10/23/2020,23,Billing Question,Norfolk,Virginia,Email,Below SLA,22,Chicago/IL
AIX-34560628-a-402039-On,Janeta Loder,Very Positive,0,10/24/2020,24,Billing Question,Charlotte,North Carolina,Call-Center,Below SLA,43,Baltimore/MD
AIX-60834746-2-797099-dz,Ab Bugdell,Very Negative,0,10-08-2020,8,Billing Question,Los Angeles,California,Web,Within SLA,14,Chicago/IL
AIX-64842660-h-427011-KH,Biddie Gillow,Positive,9,10-02-2020,2,Billing Question,Dallas,Texas,Chatbot,Above SLA,35,Chicago/IL
AIY-05392337-d-505535-7a,Wilek Drynan,Negative,4,10/16/2020,16,Service Outage,Gainesville,Florida,Chatbot,Within SLA,29,Los Angeles/CA
AIY-05789882-n-132668-SQ,Kathe Legister,Positive,0,10/28/2020,28,Billing Question,Baltimore,Maryland,Call-Center,Above SLA,21,Baltimore/MD
AIY-23597029-C-399120-pS,Gusti Craigmile,Neutral,6,10-05-2020,5,Service Outage,Duluth,Minnesota,Email,Within SLA,29,Chicago/IL
AIZ-77983274-F-666637-rD,Marcello Barrows,Negative,3,10-02-2020,2,Billing Question,Cincinnati,Ohio,Chatbot,Within SLA,13,Chicago/IL
AIZ-82753235-V-841345-Z2,Ewen Longland,Very Negative,1,10-10-2020,10,Billing Question,Hampton,Virginia,Web,Within SLA,16,Los Angeles/CA
AJA-01407040-d-670666-Oh,Koralle McCourt,Very Positive,9,10-06-2020,6,Billing Question,Lees Summit,Missouri,Chatbot,Below SLA,32,Chicago/IL
AJA-48171746-T-788722-VL,Bernadette Boughton,Neutral,0,10/18/2020,18,Billing Question,Houston,Texas,Web,Within SLA,45,Los Angeles/CA
AJA-81601427-o-265585-Dc,Dannel Vowels,Neutral,6,10/21/2020,21,Billing Question,Oklahoma City,Oklahoma,Email,Within SLA,8,Los Angeles/CA
AJB-61443594-K-097157-i9,Arda Pridding,Negative,0,10-09-2020,9,Billing Question,Springfield,Massachusetts,Chatbot,Below SLA,14,Chicago/IL
AJB-78522294-m-346396-QL,Kial Slemmonds,Neutral,8,10/24/2020,24,Billing Question,Daytona Beach,Florida,Chatbot,Within SLA,38,Baltimore/MD
AJC-00720232-M-611257-4b,Mattias Rignold,Positive,0,10/27/2020,27,Payments,North Las Vegas,Nevada,Call-Center,Within SLA,5,Denver/CO
AJC-34459629-G-011266-rQ,Abbey Whistlecroft,Very Negative,0,10/20/2020,20,Payments,Bronx,New York,Call-Center,Below SLA,15,Baltimore/MD
AJC-36215054-X-944575-7o,Salomi Ivasyushkin,Positive,7,10-06-2020,6,Billing Question,Washington,District of Columbia,Web,Below SLA,29,Los Angeles/CA
AJC-59846755-T-246897-KV,Dorolice Walas,Very Negative,1,10/23/2020,23,Service Outage,Miami,Florida,Web,Within SLA,15,Los Angeles/CA
AJC-97966013-y-000555-1w,Perren Antczak,Neutral,0,10/16/2020,16,Billing Question,Knoxville,Tennessee,Chatbot,Within SLA,24,Chicago/IL
AJD-74959948-K-377537-66,Caprice Elan,Negative,4,10-07-2020,7,Billing Question,Dallas,Texas,Chatbot,Below SLA,30,Baltimore/MD
AJE-56244361-7-061588-b9,Chiquia Bastick,Negative,0,10-12-2020,12,Payments,Young America,Minnesota,Call-Center,Above SLA,36,Baltimore/MD
AJE-60168671-P-152568-O3,Blisse Portugal,Negative,4,10-06-2020,6,Billing Question,Inglewood,California,Chatbot,Within SLA,21,Baltimore/MD
AJE-72070727-8-022468-Qd,Renaud Deveraux,Neutral,0,10/13/2020,13,Billing Question,Amarillo,Texas,Web,Above SLA,9,Baltimore/MD
AJF-10178673-I-311710-Fh,Rutherford Champain,Negative,0,10/13/2020,13,Payments,Anchorage,Alaska,Call-Center,Below SLA,10,Baltimore/MD
AJF-59483277-8-781969-yR,Kylila Linfitt,Neutral,0,10/29/2020,29,Service Outage,Florence,South Carolina,Email,Below SLA,19,Los Angeles/CA
AJF-59870982-2-287904-Cx,Wesley MacPaik,Negative,0,10-08-2020,8,Billing Question,Kalamazoo,Michigan,Email,Within SLA,45,Los Angeles/CA
AJF-75012182-K-212513-Yu,Derrek Klementz,Negative,0,10/20/2020,20,Payments,Des Moines,Iowa,Call-Center,Below SLA,45,Los Angeles/CA
AJF-78028680-9-536390-pq,Zarah Pierson,Negative,0,10/20/2020,20,Billing Question,Houston,Texas,Call-Center,Within SLA,29,Baltimore/MD
AJG-58257292-T-420038-q6,Mortie Wattins,Positive,0,10/28/2020,28,Billing Question,Van Nuys,California,Email,Within SLA,9,Los Angeles/CA
AJG-71538120-M-561026-vL,Adoree Dargan,Neutral,0,10/30/2020,30,Payments,Pomona,California,Call-Center,Within SLA,13,Chicago/IL
AJJ-39470973-x-479444-zD,Rois Iozefovich,Very Positive,9,10-01-2020,1,Service Outage,Tucson,Arizona,Email,Above SLA,7,Los Angeles/CA
AJK-43786585-w-974435-B0,Morena Smithend,Very Negative,0,10-06-2020,6,Billing Question,Austin,Texas,Web,Within SLA,21,Los Angeles/CA
AJL-08642524-Z-122315-fl,Keefe Bulman,Neutral,0,10-11-2020,11,Payments,Richmond,Virginia,Call-Center,Within SLA,23,Los Angeles/CA
AJL-32610635-E-456046-ry,Leonore Tennet,Very Negative,0,10/20/2020,20,Service Outage,Buffalo,New York,Chatbot,Below SLA,42,Baltimore/MD
AJL-38099542-b-394015-L5,Natala Ockleshaw,Very Negative,2,10/29/2020,29,Billing Question,Pittsburgh,Pennsylvania,Email,Within SLA,32,Los Angeles/CA
AJL-71410620-H-811217-43,Derk Coghlin,Positive,9,10-06-2020,6,Billing Question,Abilene,Texas,Email,Within SLA,42,Los Angeles/CA
AJM-02341795-3-992433-nU,Nev Eddins,Neutral,0,10-03-2020,3,Service Outage,Washington,District of Columbia,Email,Below SLA,19,Baltimore/MD
AJM-09968809-T-735284-wN,Rickert Thaw,Neutral,0,10/15/2020,15,Billing Question,Charleston,South Carolina,Email,Within SLA,5,Los Angeles/CA
AJM-62694116-A-034989-lT,Lara Downse,Negative,0,10/17/2020,17,Billing Question,Decatur,Georgia,Call-Center,Within SLA,15,Los Angeles/CA
AJM-93509300-h-973716-vb,Alex Annell,Negative,0,10-08-2020,8,Billing Question,New Haven,Connecticut,Email,Below SLA,15,Los Angeles/CA
AJN-18025055-L-020693-Vd,Ashlan Argont,Neutral,0,10-03-2020,3,Billing Question,Burbank,California,Email,Within SLA,12,Chicago/IL
AJN-18986889-N-574986-sW,Neil Hatrey,Negative,0,10-09-2020,9,Payments,Charlotte,North Carolina,Call-Center,Within SLA,15,Los Angeles/CA
AJN-19974187-C-309532-di,Deb Yushkov,Neutral,0,10/13/2020,13,Billing Question,Las Vegas,Nevada,Call-Center,Within SLA,6,Los Angeles/CA
AJN-35711807-O-141816-Ob,Padraic Winthrop,Negative,5,10-10-2020,10,Payments,Jamaica,New York,Call-Center,Below SLA,43,Los Angeles/CA
AJN-52761030-C-752813-by,Fina Eve,Negative,0,10-08-2020,8,Billing Question,Houston,Texas,Chatbot,Below SLA,41,Chicago/IL
AJP-21945544-J-248080-Nf,Margalo Cicetti,Neutral,5,10/21/2020,21,Billing Question,Tulsa,Oklahoma,Web,Within SLA,15,Los Angeles/CA
AJR-00654870-f-331827-lc,Marlo Klimuk,Negative,0,10-04-2020,4,Billing Question,Round Rock,Texas,Web,Within SLA,19,Chicago/IL
AJR-10564366-v-087450-jw,Kaye Wofenden,Negative,5,10-11-2020,11,Billing Question,Athens,Georgia,Call-Center,Within SLA,5,Baltimore/MD
AJR-17558413-G-784951-Ph,Raffaello Rixon,Neutral,0,10/30/2020,30,Billing Question,Alexandria,Virginia,Call-Center,Below SLA,27,Los Angeles/CA
AJS-38455425-X-343992-XZ,Diandra Schelle,Positive,0,10-01-2020,1,Billing Question,Lawrenceville,Georgia,Call-Center,Below SLA,8,Baltimore/MD
AJS-66104291-n-166869-ZM,Tobi O'Corr,Negative,0,10/26/2020,26,Payments,Clearwater,Florida,Call-Center,Below SLA,40,Chicago/IL
AJU-67885459-c-823237-pm,Lia Papis,Negative,0,10/29/2020,29,Billing Question,Ocala,Florida,Chatbot,Below SLA,18,Chicago/IL
AJV-50158446-M-969770-o5,Aldo Stote,Very Negative,0,10-10-2020,10,Service Outage,Kalamazoo,Michigan,Email,Below SLA,32,Baltimore/MD
AJV-50484142-a-171768-sv,Rhett Pudding,Negative,0,10/21/2020,21,Service Outage,Austin,Texas,Email,Within SLA,13,Los Angeles/CA
AJW-28230355-D-349947-V2,Morse Rawood,Neutral,0,10/22/2020,22,Payments,Corpus Christi,Texas,Call-Center,Within SLA,25,Los Angeles/CA
AJW-37644818-Y-854940-O5,Mordecai Waslin,Neutral,7,10/14/2020,14,Billing Question,Kalamazoo,Michigan,Call-Center,Below SLA,45,Baltimore/MD
AJX-26505871-k-532916-F1,Sharla Downe,Negative,4,10-01-2020,1,Billing Question,Las Vegas,Nevada,Chatbot,Above SLA,19,Baltimore/MD
AJX-80811765-R-662170-05,Fiona Lates,Neutral,5,10-08-2020,8,Billing Question,Fort Worth,Texas,Web,Above SLA,10,Baltimore/MD
AJY-15234371-5-781135-uq,Celie Proud,Very Negative,0,10-06-2020,6,Billing Question,San Mateo,California,Chatbot,Within SLA,30,Los Angeles/CA
AJY-62072071-w-422758-wF,Lonni Shapter,Negative,0,10/20/2020,20,Billing Question,Honolulu,Hawaii,Web,Within SLA,8,Los Angeles/CA
AJY-80806620-x-656649-xI,Sinclair Christley,Very Positive,10,10/30/2020,30,Billing Question,Bethlehem,Pennsylvania,Web,Above SLA,15,Baltimore/MD
AJZ-00934694-i-919630-cv,Garrard Pracy,Very Negative,0,10/29/2020,29,Billing Question,Atlanta,Georgia,Email,Within SLA,37,Baltimore/MD
AJZ-44504344-w-401484-6v,Normand Jonczyk,Neutral,0,10/21/2020,21,Payments,Port Charlotte,Florida,Call-Center,Within SLA,15,Los Angeles/CA
AJZ-53738524-C-795812-pn,Dehlia Pendlebery,Negative,0,10/15/2020,15,Billing Question,Detroit,Michigan,Call-Center,Within SLA,8,Baltimore/MD
AKA-01691330-P-984724-wB,Mamie Tiron,Very Negative,0,10-08-2020,8,Service Outage,Louisville,Kentucky,Chatbot,Within SLA,40,Chicago/IL
AKA-14352042-T-534158-pI,Clevie Anchor,Very Negative,0,10/19/2020,19,Billing Question,North Hollywood,California,Email,Within SLA,35,Denver/CO
AKA-21920111-n-057542-f2,Jaquith Losseljong,Neutral,0,10-09-2020,9,Billing Question,Austin,Texas,Call-Center,Within SLA,22,Baltimore/MD
AKA-43251428-j-422624-Ov,Borden Ellison,Neutral,5,10/21/2020,21,Payments,Rochester,New York,Call-Center,Above SLA,34,Baltimore/MD
AKA-49461618-j-349355-nN,Bartie Strowger,Negative,5,10/24/2020,24,Billing Question,Louisville,Kentucky,Email,Within SLA,9,Baltimore/MD
AKA-59218649-j-754797-pV,Baillie Duffil,Positive,0,10-04-2020,4,Service Outage,Amarillo,Texas,Chatbot,Within SLA,22,Los Angeles/CA
AKB-17773370-1-007722-Fj,Eugenius Verny,Negative,0,10/17/2020,17,Billing Question,Saint Louis,Missouri,Email,Within SLA,36,Denver/CO
AKC-80961653-9-373582-FK,Claude Corradengo,Very Positive,10,10/17/2020,17,Billing Question,Anaheim,California,Chatbot,Within SLA,14,Los Angeles/CA
AKD-04496535-q-024584-XS,Darcy Carlaw,Positive,0,10/23/2020,23,Billing Question,Albuquerque,New Mexico,Chatbot,Within SLA,8,Baltimore/MD
AKE-40771714-E-100356-D8,Bondon Nawton,Negative,0,10/23/2020,23,Billing Question,Kansas City,Missouri,Call-Center,Within SLA,25,Baltimore/MD
